allele_accession_id,effect_size,life_stage_name,marker_symbol,mp_term_name,p_value,parameter_name,parameter_stable_id,phenotyping_center,statistical_method,top_level_mp_term_name
MGI:6727864,2.43887051423835,Early adult,Dapk3,increased freezing behavior,1.33453787455885e-09,Cue Baseline % Freezing Time,IMPC_FEA_015_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['behavior/neurological phenotype']
MGI:6729666,-1.38572143512468,Late adult,Zfp746,decreased bone mineral content,1.80880826036251e-05,Bone Mineral Content (excluding skull),KMPCLA_DXA_005_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['skeleton phenotype']
MGI:6156314,1.78540923338457,Early adult,Lgr5,increased grip strength,6.2358260641826e-06,Forelimb grip strength normalised against body weight,IMPC_GRS_010_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6336134,1.58901968250848,Early adult,Slc24a3,increased prepulse inhibition,2.36595629471308e-05,% Pre-pulse inhibition - PPI2,IMPC_ACS_034_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['nervous system phenotype']
MGI:6156314,-0.308104805171515,Early adult,Lgr5,increased grip strength,4.90018018372007e-05,Forelimb and hindlimb grip strength normalised against body weight,IMPC_GRS_011_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6336141,1.0,E18.5,Tmem132e,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336122,1.5377114171905,Early adult,Letmd1,increased fasting circulating glucose level,1.1152560320694e-05,Fasted blood glucose concentration,IMPC_IPG_010_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:6156275,,Late adult,Crot,abnormal coat/hair pigmentation,1.06988372418788e-06,Coat - color pattern - back,KMPCLA_CSD_008_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:5776369,8.02688187891693,Early adult,Asb2,increased eosinophil cell number,3.54918998834997e-06,Eosinophils,IMPC_IMM_052_001,KMPC,"Linear Mixed Model framework, LME, including Weight","['immune system phenotype', 'hematopoietic system phenotype']"
MGI:6156314,1.05135562907064,Early adult,Lgr5,increased grip strength,8.29385585814105e-05,Forelimb and hindlimb grip strength measurement mean,IMPC_GRS_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:7425879,1.11032933813517,Early adult,Nsg2,abnormal freezing behavior,1.43099677964928e-05,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing,IMPC_FEA_107_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['behavior/neurological phenotype']
MGI:6156279,1.0,E12.5,Ctdp1,embryonic lethality prior to tooth bud stage,0.0,Outcome,IMPC_EVM_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6336143,1.0,E12.5,Tmem17,abnormal eye morphology,0.0,Eye Morphology,IMPC_GEM_041_001,KMPC,Supplied as data,['vision/eye phenotype']
MGI:6241474,-1.79352313871905,Early adult,Erap1,decreased bone mineral content,1.400820256285e-05,BMC/Body weight,IMPC_DXA_007_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['skeleton phenotype']
MGI:6386298,1.21308823160101,Early adult,Tmem175,increased prepulse inhibition,4.50156156031056e-05,% Pre-pulse inhibition - PPI3,IMPC_ACS_035_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['nervous system phenotype']
MGI:6120719,1.0,E15.5,Phgdh,microphthalmia,0.0,Microphthalmia,IMPC_GEO_047_002,KMPC,Supplied as data,['vision/eye phenotype']
MGI:6156329,-0.85265829550051,Early adult,Mir129-2,short tibia,4.23152017945569e-05,Tibia length,IMPC_HWT_002_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight","['limbs/digits/tail phenotype', 'skeleton phenotype']"
MGI:6120719,1.0,E15.5,Phgdh,abnormal head shape,0.0,Head shape,IMPC_GEO_015_001,KMPC,Supplied as data,"['craniofacial phenotype', 'growth/size/body region phenotype']"
MGI:6256796,1.53888008268875,Late adult,Tmem72,increased grip strength,8.74946199234541e-05,Forelimb grip strength normalised against body weight,KMPCLA_GRS_010_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6120719,1.0,E9.5,Phgdh,embryonic growth retardation,0.0,Delayed embryonic development,IMPC_GEL_063_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6341959,0.500928866682556,Early adult,Tmem163,increased total body fat amount,5.64429322448021e-07,Fat/Body weight,IMPC_DXA_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['adipose tissue phenotype']
MGI:6336142,0.984783039762747,Late adult,Ldaf1,increased lean body mass,5.15053886486376e-05,Lean mass,KMPCLA_DXA_003_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['growth/size/body region phenotype']
MGI:6729666,1.58811198914615,Early adult,Zfp746,increased total body fat amount,7.6968833571709e-05,Fat/Body weight,IMPC_DXA_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['adipose tissue phenotype']
MGI:7425738,1.0,E18.5,Hdac2,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336136,1.0,E18.5,Stmn2,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:7425649,-1.21860171534886,Early adult,Ehf,decreased hemoglobin content,5.17319972854616e-05,Hemoglobin,IMPC_HEM_003_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['hematopoietic system phenotype']
MGI:6120711,1.0,E18.5,Npas3,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336138,2.65068924164937,Early adult,Tfpi2,hyperactivity,1.02037179605905e-05,Whole arena average speed,IMPC_OFD_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6306609,1.47596908361017,Early adult,Spry4,hyperactivity,6.0583615738823e-05,Whole arena average speed,IMPC_OFD_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6336143,1.0,E18.5,Tmem17,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6160166,1.0,E18.5,E2f3,abnormal embryo size,0.0,Embryo Size,IMPC_GEP_022_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6729666,2.61963548180295,Early adult,Zfp746,increased lean body mass,1.36629007389314e-08,Lean/Body weight,IMPC_DXA_008_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['growth/size/body region phenotype']
MGI:5776369,1.00733080423863,Early adult,Asb2,increased circulating aspartate transaminase level,8.45630019993541e-05,Aspartate aminotransferase,IMPC_CBC_012_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['homeostasis/metabolism phenotype']
MGI:6156329,1.93329297201044,Late adult,Mir129-2,increased total body fat amount,2.13951318143644e-06,Fat mass,KMPCLA_DXA_002_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['adipose tissue phenotype']
MGI:6156314,1.0,E18.5,Lgr5,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336109,1.49103824752838,Late adult,Ak4,increased circulating cholesterol level,1.13587071393326e-05,Total cholesterol,KMPCLA_CBC_015_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:5776369,1.0,E9.5,Asb2,abnormal embryo size,0.0,Embryo Size,IMPC_GEL_032_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6156299,1.0,Early adult,Krt26,abnormal seminal vesicle morphology,0.0,Seminal vesicle,IMPC_PAT_027_002,KMPC,Supplied as data,"['reproductive system phenotype', 'endocrine/exocrine gland phenotype']"
MGI:6156335,-2.24047319742539,Early adult,Myc,abnormal bone structure,2.02413506329435e-05,Bone Area,IMPC_DXA_010_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['skeleton phenotype']
MGI:6336141,1.0,E18.5,Tmem132e,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6256796,-1.99604046654987,Early adult,Tmem72,decreased total body fat amount,7.49011042928924e-11,Fat/Body weight,IMPC_DXA_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['adipose tissue phenotype']
MGI:6256796,0.762465327529417,Early adult,Tmem72,increased grip strength,2.62804366579772e-06,Forelimb and hindlimb grip strength normalised against body weight,IMPC_GRS_011_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6156328,,Early adult,Mir100,abnormal skin coloration,4.89249459356896e-09,Skin color - ear,IMPC_CSD_058_001,KMPC,Fisher Exact Test framework,['integument phenotype']
MGI:6336125,1.0,Late adult,Nrsn2,abnormal liver morphology,0.0,Liver,KMPCLA_PAT_010_002,KMPC,Supplied as data,['liver/biliary system phenotype']
MGI:6306609,,Early adult,Spry4,decreased grip strength,7.29448147242544e-17,Forelimb grip strength normalised against body weight,IMPC_GRS_010_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6160166,1.0,E18.5,E2f3,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6156329,-1.79403423737172,Early adult,Mir129-2,decreased bone mineral content,1.81191358014117e-06,Bone Mineral Content (excluding skull),IMPC_DXA_005_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['skeleton phenotype']
MGI:6120760,1.0,Early adult,Irx6,abnormal eye morphology,0.0,Eye with optic nerve,IMPC_PAT_002_002,KMPC,Supplied as data,['vision/eye phenotype']
MGI:6162234,1.0,Early adult,Edem3,"preweaning lethality, complete penetrance",0.0,Viability Outcome,IMPC_VIA_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6336148,,Late adult,Tspan13,abnormal vibrissa morphology,5.29989064278721e-07,Vibrissae - appearance,KMPCLA_CSD_024_001,KMPC,Fisher Exact Test framework,['integument phenotype']
MGI:6241474,2.03402366016875,Late adult,Erap1,increased lean body mass,7.19831722899012e-07,Lean/Body weight,KMPCLA_DXA_008_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['growth/size/body region phenotype']
MGI:6336114,0.751896452815207,Early adult,Col6a3,abnormal cholesterol homeostasis,4.81154227814857e-05,Cholesterol ratio,IMPC_CBC_058_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['homeostasis/metabolism phenotype']
MGI:6156328,,Early adult,Mir100,abnormal skin coloration,3.64178337139112e-19,Skin color - ear,IMPC_CSD_058_001,KMPC,Fisher Exact Test framework,['integument phenotype']
MGI:6120719,1.0,E9.5,Phgdh,embryonic growth retardation,0.0,Delayed embryonic development,IMPC_GEL_063_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6156335,-0.957528313365322,Early adult,Myc,decreased fluid intake,8.38984110837421e-06,Total water intake,IMPC_CAL_021_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['behavior/neurological phenotype']
MGI:6336143,1.0,E12.5,Tmem17,hemorrhage,0.0,Hemorrhage,IMPC_GEM_077_001,KMPC,Supplied as data,['cardiovascular system phenotype']
MGI:6729666,-1.40288053638189,Late adult,Zfp746,decreased grip strength,5.69763538149828e-06,Forelimb grip strength normalised against body weight,KMPCLA_GRS_010_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['behavior/neurological phenotype']
MGI:6336117,-2.1639053204418,Late adult,Edem1,decreased total body fat amount,2.93853578537423e-10,Fat/Body weight,KMPCLA_DXA_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['adipose tissue phenotype']
MGI:6336141,1.0,E18.5,Tmem132e,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6341960,1.70063318475172,Early adult,Krt32,increased exploration in new environment,9.45331871495856e-05,Locomotor activity,IMPC_CSD_032_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6156284,1.03816596282678,Early adult,Cxcl5,hyperactivity,3.15949793796566e-05,Whole arena average speed,IMPC_OFD_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6156285,1.0,Late adult,Emd,abnormal seminal vesicle morphology,0.0,Seminal vesicle,KMPCLA_PAT_027_002,KMPC,Supplied as data,"['reproductive system phenotype', 'endocrine/exocrine gland phenotype']"
MGI:6306609,,Early adult,Spry4,brachydactyly,2.21895532825761e-07,Brachydactyly,IMPC_XRY_030_001,KMPC,Fisher Exact Test framework,['limbs/digits/tail phenotype']
MGI:6729666,-1.29037539854009,Late adult,Zfp746,decreased grip strength,5.88182827757663e-05,Forelimb and hindlimb grip strength normalised against body weight,KMPCLA_GRS_011_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6336142,2.01146066204491,Early adult,Ldaf1,hyperactivity,6.3157895846544e-07,Whole arena average speed,IMPC_OFD_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6336115,-1.61841205332894,Early adult,Dapl1,decreased heart weight,9.36254147280731e-06,Heart weight,IMPC_HWT_008_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['cardiovascular system phenotype']
MGI:6241474,-2.03237943250342,Late adult,Erap1,decreased total body fat amount,6.8767560005263e-05,Fat/Body weight,KMPCLA_DXA_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['adipose tissue phenotype']
MGI:6341960,3.41696309018761,Early adult,Krt32,increased blood urea nitrogen level,1.00723149599873e-08,Urea (Blood Urea Nitrogen - BUN),IMPC_CBC_004_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['homeostasis/metabolism phenotype']
MGI:6336143,1.0,E18.5,Tmem17,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6120719,1.0,E12.5,Phgdh,abnormal hindbrain morphology,0.0,Hindbrain morphology,IMPC_GEM_069_001,KMPC,Supplied as data,['nervous system phenotype']
MGI:5776369,5.18045859737878,Early adult,Asb2,"increased CD4-positive, alpha-beta T cell number",7.70506519636248e-06,CD4 T cells,IMPC_IMM_007_001,KMPC,"Linear Mixed Model framework, LME, not including Weight","['immune system phenotype', 'hematopoietic system phenotype']"
MGI:6156285,,Early adult,Emd,increased circulating phosphate level,2.68398038349993e-07,Phosphorus,IMPC_CBC_010_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:6404487,1.0,Early adult,Tars2,"preweaning lethality, complete penetrance",0.0,Viability Outcome,IMPC_VIA_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6156274,1.0,Late adult,Cav3,abnormal ovary morphology,0.0,Ovary,KMPCLA_PAT_028_002,KMPC,Supplied as data,"['reproductive system phenotype', 'endocrine/exocrine gland phenotype']"
MGI:7426038,1.0,Early adult,Tmem170b,"preweaning lethality, incomplete penetrance",,Homozygous females viability,IMPC_VIA_064_001,KMPC,Supplied as data,['mortality/aging']
MGI:6336127,,Late adult,Pank4,decreased circulating creatinine level,1.68716674088294e-06,Creatinine,KMPCLA_CBC_005_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['homeostasis/metabolism phenotype']
MGI:6188495,1.6491809290166,Early adult,Angptl1,hyperactivity,1.89696518826388e-06,Distance travelled - total,IMPC_OFD_020_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6336143,1.0,E18.5,Tmem17,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6120719,1.0,E9.5,Phgdh,abnormal embryo size,0.0,Embryo Size,IMPC_GEL_032_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6156328,,Early adult,Mir100,abnormal coat/hair pigmentation,1.638802517126e-17,Coat - color - back,IMPC_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6336136,1.0,E18.5,Stmn2,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336108,,Middle aged adult,Afg1l,abnormal coat/hair pigmentation,4.92786286348991e-09,Coat - color - back,KMPCIP_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6120719,1.0,E18.5,Phgdh,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6162234,,Early adult,Edem3,abnormal coat/hair pigmentation,2.16858312324488e-11,Coat - color - abdomen,IMPC_CSD_007_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6120719,1.0,E9.5,Phgdh,abnormal embryo size,0.0,Embryo Size,IMPC_GEL_032_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6156274,0.91802776590547,Early adult,Cav3,increased prepulse inhibition,3.47867161264071e-10,% Pre-pulse inhibition - PPI4,IMPC_ACS_036_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['nervous system phenotype']
MGI:6156345,1.70622795888517,Early adult,Romo1,hyperactivity,5.01599482625181e-05,Distance travelled - total,IMPC_OFD_020_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6336136,1.0,E18.5,Stmn2,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6120719,1.0,E15.5,Phgdh,abnormal embryo size,0.0,Embryo Size,IMPC_GEO_019_001,KMPC,Supplied as data,"['embryo phenotype', 'growth/size/body region phenotype']"
MGI:6336121,1.0,E9.5,Idh3a,embryonic lethality prior to organogenesis,0.0,Outcome,IMPC_EVL_001_001,KMPC,Supplied as data,['mortality/aging']
MGI:6160166,1.20039792778222,Late adult,E2f3,increased startle reflex,2.23076959737778e-06,Response amplitude - S,KMPCLA_ACS_006_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6156342,1.69375893073453,Late adult,Pald1,enhanced cued conditioning behavior,4.72870541851853e-07,Difference in Cue Tone and Cue Baseline % Freezing,KMPCLA_FEA_106_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6188495,1.42947438488989,Early adult,Angptl1,hyperactivity,3.2289673481678e-06,Whole arena average speed,IMPC_OFD_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6156329,-1.92811872429313,Late adult,Mir129-2,decreased lean body mass,2.18688748525437e-10,Lean/Body weight,KMPCLA_DXA_008_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['growth/size/body region phenotype']
MGI:6156274,0.848005590131439,Early adult,Cav3,increased prepulse inhibition,3.19624866032752e-06,% Pre-pulse inhibition - PPI3,IMPC_ACS_035_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['nervous system phenotype']
MGI:6336148,2.60441864870486,Early adult,Tspan13,decreased thigmotaxis,3.08775710818738e-06,Center permanence time,IMPC_OFD_016_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6386298,,Middle aged adult,Tmem175,abnormal coat/hair pigmentation,4.92786286348991e-09,Coat - color pattern - back,KMPCIP_CSD_008_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6729666,-1.67172917341925,Late adult,Zfp746,decreased lean body mass,8.23730302699526e-08,Lean/Body weight,KMPCLA_DXA_008_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['growth/size/body region phenotype']
MGI:6336126,1.0,Early adult,Obp2b,abnormal kidney morphology,0.0,Kidney,IMPC_PAT_017_002,KMPC,Supplied as data,['renal/urinary system phenotype']
MGI:6156346,1.0,E18.5,Slc25a1,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336109,,Late adult,Ak4,abnormal coat/hair pigmentation,1.71981308934874e-08,Coat - color - back,KMPCLA_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:5896365,0.470833333333333,Late adult,Aanat,abnormal coat/hair pigmentation,1.86250673548094e-06,Coat - color - back,KMPCLA_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6156329,2.02415013986475,Late adult,Mir129-2,increased total body fat amount,8.51257269213692e-10,Fat/Body weight,KMPCLA_DXA_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['adipose tissue phenotype']
MGI:6336134,,Middle aged adult,Slc24a3,abnormal coat/hair pigmentation,5.18834200305282e-06,Coat - color - back,KMPCIP_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6336129,1.26752801603298,Early adult,Pitpnc1,hyperactivity,4.59776714781812e-05,Distance travelled - total,IMPC_OFD_020_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:5776369,12.1471711258843,Early adult,Asb2,decreased effector memory T-helper cell number,5.14965737985484e-06,CD4 CD44-CD62L+ T cells,IMPC_IMM_030_001,KMPC,"Linear Mixed Model framework, LME, including Weight","['immune system phenotype', 'hematopoietic system phenotype']"
MGI:6120719,1.0,E15.5,Phgdh,edema,0.0,Edema,IMPC_GEO_064_001,KMPC,Supplied as data,['homeostasis/metabolism phenotype']
MGI:6156326,1.74853949212038,Late adult,Lingo2,increased lean body mass,1.02180729028826e-07,Lean mass,KMPCLA_DXA_003_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, including Weight",['growth/size/body region phenotype']
MGI:6509076,,Early adult,Hdac7,abnormal coat/hair pigmentation,4.08452636033814e-05,Coat - color - back,IMPC_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6162234,,Early adult,Edem3,abnormal coat/hair pigmentation,2.9046212290992e-12,Coat - color - back,IMPC_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6156344,3.26494790055497,Late adult,Qsox1,increased circulating lactate dehydrogenase level,7.2245920472508e-07,Lactate dehydrogenase,KMPCLA_CBC_022_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['homeostasis/metabolism phenotype']
MGI:6160166,1.0,E18.5,E2f3,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6120760,,Late adult,Irx6,abnormal coat/hair pigmentation,1.06988372418788e-06,Coat - color pattern - back,KMPCLA_CSD_008_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:6336126,1.0,Late adult,Obp2b,abnormal seminal vesicle morphology,0.0,Seminal vesicle,KMPCLA_PAT_027_002,KMPC,Supplied as data,"['reproductive system phenotype', 'endocrine/exocrine gland phenotype']"
MGI:6256796,-0.603156354079142,Early adult,Tmem72,decreased total body fat amount,2.12745544113006e-05,Fat/Body weight,IMPC_DXA_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['adipose tissue phenotype']
MGI:6162234,1.0,E18.5,Edem3,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336112,1.0,E18.5,Cep128,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336134,1.11517216805376,Late adult,Slc24a3,increased lean body mass,1.73746791280376e-06,Lean/Body weight,KMPCLA_DXA_008_001,KMPC,"Linear Model Using Generalized Least Squares framework, GLS, not including Weight",['growth/size/body region phenotype']
MGI:6378717,-1.84157241099117,Early adult,Mreg,decreased body length,9.06375499893554e-05,Body length,IMPC_DXA_006_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['growth/size/body region phenotype']
MGI:7426038,1.0,Early adult,Tmem170b,"preweaning lethality, incomplete penetrance",,Homozygous males viability,IMPC_VIA_063_001,KMPC,Supplied as data,['mortality/aging']
MGI:6341959,-2.65988284824838,Early adult,Tmem163,decreased bone mineral content,4.61599906298413e-14,BMC/Body weight,IMPC_DXA_007_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['skeleton phenotype']
MGI:6306609,-2.44406955819086,Early adult,Spry4,decreased fasting circulating glucose level,3.70813824639166e-10,Fasted blood glucose concentration,IMPC_IPG_010_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:6729665,1.84402384964051,Late adult,Rtp4,hyperactivity,3.71162027844208e-06,Distance travelled - total,KMPCLA_OFD_020_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:6156299,,Late adult,Krt26,abnormal skin coloration,9.4077516806992e-06,Skin color - whole body,KMPCLA_CSD_056_001,KMPC,Fisher Exact Test framework,['integument phenotype']
MGI:6156271,0.93630734782566,Early adult,Cav2,increased circulating total protein level,6.7684136135157e-05,Total protein,IMPC_CBC_006_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:5896365,1.35200586770868,Early adult,Aanat,increased mean platelet volume,9.19793543676661e-05,Mean platelet volume,IMPC_HEM_019_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['hematopoietic system phenotype']
MGI:6156346,1.0,E12.5,Slc25a1,abnormal tail morphology,0.0,Tail Morphology,IMPC_GEM_029_001,KMPC,Supplied as data,['limbs/digits/tail phenotype']
MGI:6120711,1.0,E18.5,Npas3,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6160166,,Early adult,E2f3,abnormal snout morphology,9.63182354499264e-05,Snout size,IMPC_CSD_028_001,KMPC,Fisher Exact Test framework,"['craniofacial phenotype', 'growth/size/body region phenotype']"
MGI:6454973,1.0,E18.5,Cyb5b,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6188495,,Early adult,Angptl1,cataract,4.50293253481331e-06,Lens Opacity,IMPC_EYE_017_001,KMPC,Fisher Exact Test framework,['vision/eye phenotype']
MGI:6241474,0.148267574232448,Early adult,Erap1,thrombocytosis,2.52031500943963e-05,Platelet count,IMPC_HEM_008_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['hematopoietic system phenotype']
MGI:6256796,1.76942053744921,Late adult,Tmem72,increased grip strength,2.32992837771232e-05,Forelimb and hindlimb grip strength normalised against body weight,KMPCLA_GRS_011_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
